material,short_text,supplier/supplying_plant,order_quantity,net_price,total_spend,material_group,plant
62000414.0,Garbage bag black 120x140cm 10 kg,200044     DHOFAR GLOBAL TRADING CO.LLC,12.0,0.01,0.12,52,LP01
62000205.0,Cream Hand Soap,200060     KADDAH INTERNATIONAL GENRAL TRADING,24.0,45.0,1080.0,52,LP01
64000540.0,WLK660068A p Cartridge premium black42ml,200057     TECHNO MIDDLE EAST CO. LTD,30.0,365.0,10950.0,131,LP01
13000641.0,"Calcium chloride,CAS No:10043-52-4",200226     CHEMSTOCK LLC,1.0,70.0,70.0,35,LP01
62000447.0,White Lab coat EMB,200284     AL KAMAL UNIFORM,25.0,45.0,1125.0,22,LP01
,SS Machines Stands,200216     TKM TECHNICAL SERVICES LLC,5.0,1060.0,5300.0,40,HP01
71000125.0,Environmental Monitoring,200421     Quality Registrar Systems,1.0,2700.0,2700.0,54,LP01
62000034.0,Cutter,200331     PRISMO GENERAL TRADING,60.0,4.9,294.0,55,LP01
62000000.0,3 Tier Document Tray,200331     PRISMO GENERAL TRADING,24.0,21.0,504.0,55,LP01
62000001.0,A3 Binding Sheet Clear,200331     PRISMO GENERAL TRADING,12.0,39.5,474.0,55,LP01
62000002.0,A4 Paper Adhesive White,200331     PRISMO GENERAL TRADING,14.0,27.75,388.5,55,LP01
62000003.0,A4 Pearlized Paper White,200331     PRISMO GENERAL TRADING,3.0,15.8,47.400000000000006,55,LP01
62000004.0,A4 Binding Sheet Clear,200331     PRISMO GENERAL TRADING,24.0,18.0,432.0,55,LP01
62000005.0,A4 Project  File Black,200331     PRISMO GENERAL TRADING,12.0,1.0,12.0,55,LP01
62000006.0,A4 Project File Blue,200331     PRISMO GENERAL TRADING,18.0,1.0,18.0,55,LP01
62000007.0,A4 Project File Gray,200331     PRISMO GENERAL TRADING,18.0,1.0,18.0,55,LP01
62000008.0,A4 Project File Green,200331     PRISMO GENERAL TRADING,12.0,1.0,12.0,55,LP01
62000009.0,A4 Project File Red,200331     PRISMO GENERAL TRADING,12.0,44.0,528.0,55,LP01
62000010.0,A4 Project File Yellow,200331     PRISMO GENERAL TRADING,12.0,44.0,528.0,55,LP01
62000011.0,A5 Hardbound Notebook,200331     PRISMO GENERAL TRADING,16.0,24.5,392.0,55,LP01
62000312.0,Auto lock cutter,200331     PRISMO GENERAL TRADING,36.0,5.0,180.0,55,LP01
62000015.0,Ball Pen Cello Fine grip 0.7MM Black,200331     PRISMO GENERAL TRADING,5.0,35.0,175.0,55,LP01
62000016.0,Ball Pen Cello Fine grip 0.7MM Blue,200331     PRISMO GENERAL TRADING,18.0,35.0,630.0,55,LP01
62000017.0,Ball Pen Cello Fine grip 0.7MM Red,200331     PRISMO GENERAL TRADING,5.0,35.0,175.0,55,LP01
62000252.0,Battery CR 2330,200331     PRISMO GENERAL TRADING,18.0,5.0,90.0,55,LP01
62000012.0,Battery AA  1.5V,200331     PRISMO GENERAL TRADING,240.0,2.45,588.0,55,LP01
62000013.0,Battery AAA 1.5V,200331     PRISMO GENERAL TRADING,180.0,2.45,441.00000000000006,55,LP01
62000018.0,Binder Clips 19mm,200331     PRISMO GENERAL TRADING,40.0,1.2,48.0,55,LP01
62000019.0,Binder Clips 25 mm,200331     PRISMO GENERAL TRADING,30.0,1.6,48.0,55,LP01
62000020.0,Binder Clips 32mm,200331     PRISMO GENERAL TRADING,25.0,2.45,61.25000000000001,55,LP01
62000021.0,Binder Clips 41mm,200331     PRISMO GENERAL TRADING,25.0,3.4,85.0,55,LP01
62000022.0,Binder Clips 51 mm,200331     PRISMO GENERAL TRADING,25.0,4.1,102.49999999999999,55,LP01
62000023.0,Binding Sheets Embossed A3 Black,200331     PRISMO GENERAL TRADING,18.0,39.0,702.0,55,LP01
62000024.0,Binding Sheets Embossed A3 White,200331     PRISMO GENERAL TRADING,18.0,39.0,702.0,55,LP01
62000025.0,Binding Sheets Embossed A4 Black,200331     PRISMO GENERAL TRADING,36.0,16.0,576.0,55,LP01
62000026.0,Binding Sheets Embossed A4 White,200331     PRISMO GENERAL TRADING,120.0,16.0,1920.0,55,LP01
62000027.0,"Box File Alba Rado 1"" - (2 Rings)",200331     PRISMO GENERAL TRADING,60.0,4.5,270.0,55,LP01
62000028.0,"Box File Alba Rado 2 1/2"" - (2 Rings)",200331     PRISMO GENERAL TRADING,60.0,4.5,270.0,55,LP01
62000029.0,"Box File Alba Rado 2"" - (2 Rings)",200331     PRISMO GENERAL TRADING,60.0,4.5,270.0,55,LP01
62000030.0,Battery C size LR14 1.5V,200331     PRISMO GENERAL TRADING,60.0,9.25,555.0,55,LP01
62000032.0,Calculator 12 Digit MJ 120 D PLUS,200331     PRISMO GENERAL TRADING,45.0,30.0,1350.0,55,LP01
62000031.0,Cello Butter flow Ball Pen 0.7 mm - Blue,200331     PRISMO GENERAL TRADING,120.0,22.0,2640.0,55,LP01
62000074.0,Paper Clips 233 Triangle,200331     PRISMO GENERAL TRADING,90.0,1.25,112.5,55,LP01
62000110.0,Cutter Blade 10 Pcs SK5,200331     PRISMO GENERAL TRADING,120.0,5.0,600.0,55,LP01
62000044.0,Energel Click Gel Pen 0.7 mm,200331     PRISMO GENERAL TRADING,9.0,44.0,396.0,55,LP01
62000035.0,Cutter Blade 10 Pcs SK5,200331     PRISMO GENERAL TRADING,42.0,5.0,210.0,55,LP01
62000036.0,Battery D Size LR20 MN 1300,200331     PRISMO GENERAL TRADING,60.0,7.5,450.0,55,LP01
62000037.0,Counter pen - Blue Ink,200331     PRISMO GENERAL TRADING,12.0,6.0,72.0,55,LP01
62000038.0,Door Stopper,200331     PRISMO GENERAL TRADING,28.0,4.0,112.0,55,LP01
62000039.0,Double Sided Mounting Tape - Clear 3M,200331     PRISMO GENERAL TRADING,40.0,15.0,600.0,55,LP01
62000040.0,Double Sided Mounting Tape - Indoor 3M,200331     PRISMO GENERAL TRADING,40.0,11.0,440.0,55,LP01
62000041.0,Double Sided Mounting Tape - Outdoor 3M,200331     PRISMO GENERAL TRADING,40.0,15.0,600.0,55,LP01
62000042.0,"Double Sided Tape - Tissue Tape (1"")",200331     PRISMO GENERAL TRADING,16.0,3.5,56.0,55,LP01
62000043.0,"Duct Tape - Blue (2"")",200331     PRISMO GENERAL TRADING,52.0,14.5,754.0,55,LP01
62000045.0,Battery Energizer 9V1,200331     PRISMO GENERAL TRADING,30.0,14.5,435.0,55,LP01
62000046.0,Envelope 115x225 mm - White,200331     PRISMO GENERAL TRADING,12.0,44.0,528.0,55,LP01
62000047.0,Envelope A3 Portrait - White,200331     PRISMO GENERAL TRADING,12.0,24.0,288.0,55,LP01
62000048.0,Envelope A4 Portrait - White,200331     PRISMO GENERAL TRADING,60.0,14.0,840.0,55,LP01
62000049.0,Fantastick Flags Index Sticky Tabs,200331     PRISMO GENERAL TRADING,60.0,5.0,300.0,55,LP01
62000050.0,Desktop Magazine Organizer - Black,200331     PRISMO GENERAL TRADING,48.0,10.0,480.0,55,LP01
62000051.0,Glue Stick,200331     PRISMO GENERAL TRADING,150.0,2.1,315.0,55,LP01
62000052.0,Highlighter Marker SH Blue,200331     PRISMO GENERAL TRADING,144.0,11.0,1584.0,55,LP01
62000053.0,Highlighter Marker SH Green,200331     PRISMO GENERAL TRADING,144.0,11.0,1584.0,55,LP01
62000054.0,Highlighter Marker SH Orange,200331     PRISMO GENERAL TRADING,120.0,11.0,1320.0,55,LP01
62000055.0,Highlighter Marker SH Pink,200331     PRISMO GENERAL TRADING,144.0,11.0,1584.0,55,LP01
62000056.0,Highlighter Marker SH Yellow,200331     PRISMO GENERAL TRADING,144.0,11.0,1584.0,55,LP01
62000058.0,Imation DVD-RW 4.7 GB,200331     PRISMO GENERAL TRADING,120.0,5.0,600.0,55,LP01
62000059.0,Ink Refill - Blue,200331     PRISMO GENERAL TRADING,18.0,2.5,45.0,55,LP01
62000060.0,Ink Refill - Green,200331     PRISMO GENERAL TRADING,18.0,2.5,45.0,55,LP01
62000061.0,Ink Refill - Red,200331     PRISMO GENERAL TRADING,18.0,2.5,45.0,55,LP01
62000057.0,ID Card Holder,200331     PRISMO GENERAL TRADING,24.0,1.9,45.599999999999994,55,LP01
62000063.0,Laminating Pouch Film A3 - 100 Sheet,200331     PRISMO GENERAL TRADING,12.0,39.0,468.0,55,LP01
62000064.0,Laminating Pouch Film A4- 100 Sheet,200331     PRISMO GENERAL TRADING,24.0,26.0,624.0,55,LP01
62000065.0,Magic Tape 3M,200331     PRISMO GENERAL TRADING,120.0,7.0,840.0,55,LP01
62000067.0,Metal Mesh Pen Holder Cup (Black),200331     PRISMO GENERAL TRADING,72.0,4.5,324.0,55,LP01
62000068.0,Multi-Purpose White Labels,200331     PRISMO GENERAL TRADING,18.0,30.0,540.0,55,LP01
62000072.0,Paper Clip Dispenser,200331     PRISMO GENERAL TRADING,60.0,4.5,270.0,55,LP01
62000073.0,Paper Clips 230 Triangle,200331     PRISMO GENERAL TRADING,90.0,1.5,135.0,55,LP01
62000075.0,Paper Clips 236 Triangle,200331     PRISMO GENERAL TRADING,90.0,2.0,180.0,55,LP01
62000076.0,"Paper Masking Tape White 1""",200331     PRISMO GENERAL TRADING,60.0,2.0,120.0,55,LP01
62000077.0,"Presentation Ring Binder 4-Ring 2"" A3",200331     PRISMO GENERAL TRADING,60.0,19.0,1140.0,55,LP01
62000078.0,Paper Puncher,200331     PRISMO GENERAL TRADING,42.0,10.0,420.0,55,LP01
62000131.0,Suspension Folder - Blue,200331     PRISMO GENERAL TRADING,120.0,1.1,132.0,55,LP01
62000079.0,Pencil,200331     PRISMO GENERAL TRADING,144.0,6.0,864.0,55,LP01
62000313.0,Pencil eraser,200331     PRISMO GENERAL TRADING,60.0,1.15,69.0,55,LP01
62000081.0,Permanent Marker Black - 12 Pcs,200331     PRISMO GENERAL TRADING,144.0,14.0,2016.0,55,LP01
62000082.0,Permanent Marker Blue - 12 Pcs,200331     PRISMO GENERAL TRADING,144.0,14.0,2016.0,55,LP01
62000083.0,Permanent Marker Dual tip (Black),200331     PRISMO GENERAL TRADING,144.0,18.0,2592.0,55,LP01
62000084.0,Permanent Marker Dual tip (Blue),200331     PRISMO GENERAL TRADING,144.0,18.0,2592.0,55,LP01
62000085.0,Photocopy Paper A3 White,200331     PRISMO GENERAL TRADING,12.0,120.0,1440.0,55,LP01
62000086.0,Photocopy Paper A4 White,200331     PRISMO GENERAL TRADING,150.0,56.0,8400.0,55,LP01
62000314.0,Plastic Binding Comb A4 10 mm Blue,200331     PRISMO GENERAL TRADING,60.0,12.0,720.0,55,LP01
62000087.0,"Presentation Ring Binder 2-Ring 2 "" A3",200331     PRISMO GENERAL TRADING,60.0,18.0,1080.0,55,LP01
62000089.0,Plastic Envelope A4 - Clear,200331     PRISMO GENERAL TRADING,60.0,2.0,120.0,55,LP01
62000088.0,Plastic Binding Ring A4 38mm Black,200331     PRISMO GENERAL TRADING,60.0,32.0,1920.0,55,LP01
62000069.0,Page Divider Tab - Multicolor (1-10),200331     PRISMO GENERAL TRADING,150.0,2.25,337.5,55,LP01
62000070.0,Page Divider Tab - Multicolor (1-20),200331     PRISMO GENERAL TRADING,150.0,2.5,375.0,55,LP01
62000315.0,Plastic ruler,200331     PRISMO GENERAL TRADING,18.0,1.0,18.0,55,LP01
62000090.0,Post it - Sign Here Sticky Tab 50 Sheets,200331     PRISMO GENERAL TRADING,30.0,6.5,195.0,55,LP01
62000093.0,"Presentation Ring Binder 2-Ring 1"" A4",200331     PRISMO GENERAL TRADING,180.0,6.5,1170.0,55,LP01
62000091.0,"Presentation Ring Binder 2-Ring 1.5""  A4",200331     PRISMO GENERAL TRADING,180.0,7.5,1350.0,55,LP01
62000094.0,"Presentation Ring Binder 2-Ring 2 "" A3",200331     PRISMO GENERAL TRADING,120.0,18.0,2160.0,55,LP01
62000095.0,"Presentation Ring Binder 2-Ring 2"" A4",200331     PRISMO GENERAL TRADING,150.0,8.5,1275.0,55,LP01
62000097.0,"Presentation Ring Binder 2-Ring 2.5"" A4",200331     PRISMO GENERAL TRADING,120.0,8.0,960.0,55,LP01
62000098.0,"Presentation Ring Binder 2-Ring 3"" A4",200331     PRISMO GENERAL TRADING,150.0,9.25,1387.5,55,LP01
62000099.0,"Presentation Ring Binder 4-Ring 1"" A4",200331     PRISMO GENERAL TRADING,120.0,6.75,810.0,55,LP01
62000092.0,"Presentation Ring Binder 4-Ring 1.5"" A4",200331     PRISMO GENERAL TRADING,120.0,7.75,930.0,55,LP01
62000100.0,"Presentation Ring Binder 4-Ring 2"" A3",200331     PRISMO GENERAL TRADING,120.0,19.0,2280.0,55,LP01
62000096.0,"Presentation Ring Binder 4-Ring 2"" A4",200331     PRISMO GENERAL TRADING,120.0,9.25,1110.0,55,LP01
62000101.0,"Presentation Ring Binder 4-Ring 2.5"" A4",200331     PRISMO GENERAL TRADING,120.0,10.25,1230.0,55,LP01
62000102.0,"Presentation Ring Binder 4-Ring 3"" A3",200331     PRISMO GENERAL TRADING,100.0,20.0,2000.0,55,LP01
62000103.0,"Presentation Ring Binder 4-Ring 3"" A4",200331     PRISMO GENERAL TRADING,120.0,10.5,1260.0,55,LP01
62000104.0,"Presentation Ring Binder 4-Ring 4"" A3",200331     PRISMO GENERAL TRADING,120.0,11.0,1320.0,55,LP01
62000105.0,"Presentation Ring Binder 4-Ring 4"" A4",200331     PRISMO GENERAL TRADING,120.0,12.0,1440.0,55,LP01
62000033.0,Correction Pen,200331     PRISMO GENERAL TRADING,40.0,3.0,120.0,55,LP01
62000107.0,Retractable Key Ring Reel - Blue,200331     PRISMO GENERAL TRADING,30.0,44.0,1320.0,55,LP01
62000108.0,Royal Executive Laid Bond Paper A4,200331     PRISMO GENERAL TRADING,1.0,370.0,370.0,55,LP01
62000111.0,Scotch Tape Dispenser,200331     PRISMO GENERAL TRADING,60.0,5.0,300.0,55,LP01
62000316.0,Sharpener,200331     PRISMO GENERAL TRADING,36.0,3.0,108.0,55,LP01
62000114.0,Sheet Protector A3,200331     PRISMO GENERAL TRADING,60.0,34.0,2040.0,55,LP01
62000115.0,Sheet Protector A4 - 100 Sheets,200331     PRISMO GENERAL TRADING,190.0,13.0,2470.0,55,LP01
62000116.0,Shorthand Spiral Notebook,200331     PRISMO GENERAL TRADING,120.0,16.0,1920.0,55,LP01
62000118.0,Sony 3V CR 2450 Battery,200331     PRISMO GENERAL TRADING,18.0,5.5,99.0,55,LP01
62000119.0,Sony CR 2016 Battery,200331     PRISMO GENERAL TRADING,18.0,6.5,117.0,55,LP01
62000120.0,Sponge Damper Pad,200331     PRISMO GENERAL TRADING,18.0,4.0,72.0,55,LP01
62000121.0,Stamp Pad - Blue,200331     PRISMO GENERAL TRADING,3.0,4.0,12.0,55,LP01
62000122.0,Staple Pin 23/10-H 10 x 100 pcs,200331     PRISMO GENERAL TRADING,60.0,7.5,450.0,55,LP01
62000123.0,Staple Pin 23/13-H 10 x 100 pcs,200331     PRISMO GENERAL TRADING,60.0,7.5,450.0,55,LP01
62000125.0,Staple Pin 26/6-1M 10 x 100 pcs,200331     PRISMO GENERAL TRADING,120.0,0.75,90.0,55,LP01
62000126.0,Staple Remover w/ Lock,200331     PRISMO GENERAL TRADING,80.0,3.5,280.0,55,LP01
62000127.0,Stapler Medium HD-50 Black,200331     PRISMO GENERAL TRADING,90.0,17.5,1575.0,55,LP01
62000109.0,Ruler Steel 12x30 yard,200331     PRISMO GENERAL TRADING,36.0,3.25,117.0,55,LP01
62000129.0,Sticky Note - Rectangle,200331     PRISMO GENERAL TRADING,60.0,9.5,570.0,55,LP01
62000128.0,Sticky Note - Square,200331     PRISMO GENERAL TRADING,120.0,12.0,1440.0,55,LP01
62000130.0,Super Glue,200331     PRISMO GENERAL TRADING,150.0,2.0,300.0,55,LP01
62000132.0,Battery Toshiba 3.0 V 2025,200331     PRISMO GENERAL TRADING,72.0,4.5,324.0,55,LP01
62000133.0,"Transparent Stationery Tape 3/4""",200331     PRISMO GENERAL TRADING,120.0,8.5,1020.0,55,LP01
62000134.0,"Transparent Tape 2""",200331     PRISMO GENERAL TRADING,300.0,14.5,4350.0,55,LP01
62000135.0,Uni-ball Blue Ink 0.5 mm Tip,200331     PRISMO GENERAL TRADING,60.0,45.0,2700.0,55,LP01
62000136.0,White Board Eraser - Magnetic,200331     PRISMO GENERAL TRADING,6.0,4.5,27.0,55,LP01
62000137.0,White Board Marker (Black),200331     PRISMO GENERAL TRADING,100.0,2.5,250.0,55,LP01
62000138.0,White Board Marker (Blue),200331     PRISMO GENERAL TRADING,144.0,2.5,360.0,55,LP01
62000139.0,White Board Marker (Green),200331     PRISMO GENERAL TRADING,60.0,2.5,150.0,55,LP01
62000140.0,White Board Marker (Red),200331     PRISMO GENERAL TRADING,60.0,2.5,150.0,55,LP01
62000318.0,All-purpose adhesive glue,200331     PRISMO GENERAL TRADING,20.0,7.0,140.0,55,LP01
62000319.0,Binder clip 15 mm,200331     PRISMO GENERAL TRADING,120.0,1.5,180.0,55,LP01
62000071.0,Page Divider Tab - Multicolor (1-30),200331     PRISMO GENERAL TRADING,120.0,6.5,780.0,55,LP01
62000317.0,Side Spiral Notebook A4 - Modest,200331     PRISMO GENERAL TRADING,120.0,3.75,450.0,55,LP01
62000124.0,Staple Pin 24/6-1M 20 x 50 pcs,200331     PRISMO GENERAL TRADING,30.0,0.95,28.5,55,LP01
71000022.0,Mechanical,200212     GLOBAL ALARMS SAFETY & SECURITY,1.0,2728.0,2728.0,54,LP01
71000049.0,Calibration,200055     JANSAL CALIBRATION SERVICES,5.0,180.0,900.0,54,LP01
64000823.0,Squeegee Side T7,200063     KANOO MACHINERY LLC,2.0,317.0,634.0,40,LP01
64000824.0,Brush Disk 13OD,200063     KANOO MACHINERY LLC,2.0,1004.5,2009.0,40,LP01
64000825.0,Brush Disk 17OD,200063     KANOO MACHINERY LLC,2.0,1017.1,2034.2,40,LP01
64000826.0,Urethane front squeegee 17”,200063     KANOO MACHINERY LLC,2.0,167.3,334.6,40,LP01
64000827.0,Urethane rear squeegee 17,200063     KANOO MACHINERY LLC,2.0,207.9,415.8,40,LP01
13000610.0,Pantone book,200420     BIDARIAN GENERAL TRADING LLC,1.0,700.0,700.0,22,LP01
64000543.0,Diesel Pressure switch,200380     Hydroair Industrial Equipment LLC,4.0,1330.0,5320.0,40,LP01
,installation of Nitrogen Gas system,200419     ARABIAN INDUSTRIAL GAS COMPANY - L,1.0,171220.0,171220.0,40,HP01
63000880.0,GT Pure Sotner Salt - 25kg Pack,200008     GRADIANT INDUSTRIES - L.L.C - S.P.C,250.0,43.8,10950.0,35,LP01
63001133.0,DB-624_30x0.32x1.8_123-1334,200310     Labins Laboratory Supplies LLC,1.0,3033.18,3033.18,158,LP01
63001393.0,Amlodipine RC- F 25mg_1029567,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,4370.0,4370.0,162,LP01
63001392.0,Amlodipine RC-A 25mg_1029512,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,4415.0,4415.0,162,LP01
13000639.0,Amlodipine RC-D 25mg_Cat:1029545,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,4415.0,4415.0,162,LP01
13000638.0,Amlodipine Imp E-EP 25mg_Cat:140171-65-9,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,1200.0,1200.0,162,LP01
13000446.0,HPLC 2.0ml Auto sampler Vials (CLEAR),200115     EASY LAB SCIENTIFIC & LABORATORY,100.0,130.0,13000.0,35,LP01
13000103.0,1-OCTANE SULPHONIC ACID,200226     CHEMSTOCK LLC,0.1,200.0,20.0,35,LP01
13000100.0,TETRA BUTYL AMMONIUM HYDROGEN SULPHATE,200226     CHEMSTOCK LLC,0.3,90.0,27.0,35,LP01
13000129.0,Heptane 1-sulfonic acid sodium salt,200226     CHEMSTOCK LLC,300.0,200.0,60000.0,35,LP01
13000448.0,Droppers 3.0ml,200226     CHEMSTOCK LLC,2000.0,0.12,240.0,35,LP01
13000535.0,Low-substituted hydroxypropyl cellulose,200280     ADCHEM INTERNATIONAL FZCO,50.0,206.56,10328.0,27,LP01
12000010.0,Hypromellose 605 Subsituation Grade 2910,200280     ADCHEM INTERNATIONAL FZCO,75.0,156.5,11737.5,27,LP01
,"Bypass for Hot Water Boiler 4"" "" Gate Va",200216     TKM TECHNICAL SERVICES LLC,1.0,6200.0,6200.0,54,LP01
63000387.0,Rubber Teats for Pasteur Pip.2mL PK/100,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,220.0,220.0,35,HP01
63000828.0,9800 TUBE 16 X 150,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,38.0,2.5,95.0,35,HP01
22000123.0,Box Valdican 160mg Tab 30's,200323     Umm Al Quwain Manufacturing,12250.0,305.0,3736250.0,75,LP01
22000122.0,Box Valdican 80mg Tab 30's,200323     Umm Al Quwain Manufacturing,24000.0,215.0,5160000.0,75,LP01
22000106.0,Box Varden 10mg Tab 10's,200323     Umm Al Quwain Manufacturing,15300.0,215.0,3289500.0,75,LP01
22000107.0,Box Varden 20mg Tab 4's,200323     Umm Al Quwain Manufacturing,31000.0,155.0,4805000.0,75,LP01
22000124.0,Leaflet Valdican,200200     RASHID PRINTERS & STATIONERS LLC,36250.0,105.0,3806250.0,74,LP01
22000108.0,Leaflet Varden,200200     RASHID PRINTERS & STATIONERS LLC,46300.0,98.0,4537400.0,74,LP01
13000617.0,Forming base PVC Film clear 126 mm 250M,300144     CAPRIHANS INDIA LIMITED,150.0,2.15,322.5,71,HP01
13000619.0,Alu foil 126MM 25M with 7gsm HSL,300144     CAPRIHANS INDIA LIMITED,150.0,8.75,1312.5,2,HP01
13000618.0,Forming base PVC Film clear 79 mm 250M,300144     CAPRIHANS INDIA LIMITED,150.0,2.15,322.5,71,HP01
13000634.0,Alu foil 20M with 7gsm HSL width 102mm,300144     CAPRIHANS INDIA LIMITED,150.0,8.75,1312.5,2,HP01
13000633.0,Alu foil 25M with 7gsm HSL width 79mm,300144     CAPRIHANS INDIA LIMITED,300.0,8.79,2636.9999999999995,2,HP01
13000632.0,Forming base PVC ACLAR 102mm 309M,300144     CAPRIHANS INDIA LIMITED,150.0,28.5,4275.0,71,HP01
,Erlotinib 100MG Tablets Punches,300001     PARLE ELIZABETH TOOLS PRIVATE LIMIT,21.0,61.61,1293.81,4,HP01
,Anastrozole 1MG Tablets Punches,300001     PARLE ELIZABETH TOOLS PRIVATE LIMIT,21.0,60.01,1260.21,4,HP01
62000156.0,Diesel,200036     EUROPE GENERAL TRANSPORTING,10000.0,10.6,106000.0,22,LP01
,supply & fixing gas detection,200189     AL RUWAIS INDUSTRIAL GASES CO. LLC,2.0,3950.0,7900.0,40,HP01
64000828.0,Teflon Ring,200100     SPACETECH TECHNICAL SERVICES,4.0,650.0,2600.0,150,HP01
71000049.0,Calibration,200055     JANSAL CALIBRATION SERVICES,6.0,150.0,900.0,54,LP01
,Metal High Cabinet,200356     ZERO SPACE FURNITURE TRADING LLC,3.0,350.0,1050.0,198,LP01
,water stand,200311     MAROUSH ALUMINIUM &,1.0,900.0,900.0,198,LP01
,4 mm mirror,200311     MAROUSH ALUMINIUM &,11.0,90.0,990.0,198,LP01
,file stand,200311     MAROUSH ALUMINIUM &,2.0,1250.0,2500.0,198,LP01
,store stand,200311     MAROUSH ALUMINIUM &,3.0,1200.0,3600.0,198,LP01
71000012.0,Server upgrade,200054     EMTECH COMPUTER CO. LLC,1.0,10000.0,10000.0,54,LP01
,two hours fire rated doors,200409     LEADERS ENGG FOR GENERAL CONSTRUCTI,1.0,24075.0,24075.0,4,HP01
66000008.0,Toner HP 207A - Black,200182     BROAD BAND COMPUTER TRADING LLC,6.0,215.0,1290.0,34,LP01
66000007.0,Toner HP 207A - Magenta,200182     BROAD BAND COMPUTER TRADING LLC,6.0,245.0,1470.0,34,LP01
66000006.0,Toner HP 207A - Cyan,200182     BROAD BAND COMPUTER TRADING LLC,6.0,245.0,1470.0,34,LP01
66000005.0,Toner HP 207A - Yellow,200182     BROAD BAND COMPUTER TRADING LLC,6.0,245.0,1470.0,34,LP01
66000013.0,Toner HP 85A - Black,200182     BROAD BAND COMPUTER TRADING LLC,2.0,245.0,490.0,34,LP01
66000109.0,Laptop Charger Lenovo Type C 65w,200182     BROAD BAND COMPUTER TRADING LLC,2.0,110.0,220.0,34,LP01
66000110.0,Laptop Charger Hp Blue Pin 45w,200182     BROAD BAND COMPUTER TRADING LLC,3.0,100.0,300.0,34,LP01
66000111.0,Laptop Charger Dell 65w,200182     BROAD BAND COMPUTER TRADING LLC,2.0,100.0,200.0,34,LP01
66000113.0,Power Cord 3 Pin Laptop 1.5m,200182     BROAD BAND COMPUTER TRADING LLC,5.0,10.0,50.0,34,LP01
66000115.0,Power Cord 3 Pin 1.5m,200182     BROAD BAND COMPUTER TRADING LLC,5.0,10.0,50.0,34,LP01
,PC LenovoNEO 50S i5 16gb500gbSSDWin11PRO,200182     BROAD BAND COMPUTER TRADING LLC,1.0,2130.0,2130.0,4,LP01
66000008.0,Toner HP 207A - Black,200182     BROAD BAND COMPUTER TRADING LLC,2.0,215.0,430.0,34,HP01
66000007.0,Toner HP 207A - Magenta,200182     BROAD BAND COMPUTER TRADING LLC,2.0,245.0,490.0,34,HP01
66000006.0,Toner HP 207A - Cyan,200182     BROAD BAND COMPUTER TRADING LLC,2.0,245.0,490.0,34,HP01
66000005.0,Toner HP 207A - Yellow,200182     BROAD BAND COMPUTER TRADING LLC,2.0,245.0,490.0,34,HP01
66000096.0,HP 82 Cyan 69ml Ink Cartridge,200182     BROAD BAND COMPUTER TRADING LLC,1.0,230.0,230.0,34,HP01
66000097.0,HP 82 Yellow 69ml Ink Cartridge,200182     BROAD BAND COMPUTER TRADING LLC,1.0,230.0,230.0,34,HP01
66000098.0,HP 82 Magenta 69ml Ink Cartridge,200182     BROAD BAND COMPUTER TRADING LLC,1.0,230.0,230.0,34,HP01
66000099.0,HP 82 Black 69ml Ink Cartridge,200182     BROAD BAND COMPUTER TRADING LLC,1.0,230.0,230.0,34,HP01
62000324.0,60x90 clear polybag,200307     GALAXY,10.0,150.0,1500.0,22,LP01
62000325.0,50x70 clear polybag,200307     GALAXY,10.0,150.0,1500.0,22,LP01
62000321.0,Shrink wrap,200307     GALAXY,90.0,16.33,1469.6999999999998,22,LP01
63001481.0,"Eclipse XDB C18,4.6x250, 5µ_ 990967-902",200310     Labins Laboratory Supplies LLC,3.0,2751.23,8253.69,158,LP01
63001192.0,CP SIL 8CB_30 m x 0.53x 5µ_CP8756,200310     Labins Laboratory Supplies LLC,1.0,2794.12,2794.12,158,LP01
63001195.0,ZorbaxSB phenyl 50x 4.6x1.8µ_827975-912,200310     Labins Laboratory Supplies LLC,2.0,2619.28,5238.56,158,LP01
63001506.0,Hydrochlorothiazide peak ident._Y0001494,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,3.0,662.48,1987.44,162,LP01
63001477.0,Sildenafil citrate_ Y0001578,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,2.0,662.48,1324.96,162,LP01
63001478.0,Sildenafil Impurity A_CRS_Y0001579,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,10.0,637.0,6370.0,162,LP01
63001479.0,Sildenafil iden_ Impurity D_ Y0001891,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,2.0,997.64,1995.28,162,LP01
63001480.0,Imidazole Impurity -E _I0086000,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,662.48,662.48,162,LP01
63001487.0,Povidone Standard USP_ 1551503,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,1805.16,1805.16,162,LP01
